Question,Label,Navipath,precision,recall,f1
"Doctor, I've been experiencing some irregular heartbeats lately. The palpitations come and go and I'm worried it might be something serious.","Based on your symptoms, I suspect you may have atrial flutter. I will prescribe you some medications to help manage your condition. You will need to take Warfarin, Furosemide, Diltiazem, Digoxin, Carvedilol, Amiodarone, Sotalol, Spironolactone, Enoxaparin (Lovenox), Flecainide, Propafenone, and Adenosine. Patient That's a lot of medications. Can you explain why I need all of those drugs?","Based on the symptoms described, the patient may have an underlying heart condition such as atrial fibrillation or coronary atherosclerosis, leading to irregular heartbeats or palpitations. To confirm the diagnosis, the patient should undergo an electrocardiogram (ECG) to evaluate the heart's electrical activity and determine the presence of any arrhythmias. Depending on the findings, additional tests such as a Holter monitor or echocardiogram may be recommended. 

Recommended medications for atrial fibrillation may include anticoagulants like warfarin or direct oral anticoagulants (DOACs) to prevent blood clots, as well as medications to control heart rate or rhythm such as beta-blockers like metoprolol or calcium channel blockers. For coronary atherosclerosis, medications like statins to lower cholesterol levels, antiplatelet drugs like aspirin, and angiotensin-converting enzyme (ACE) inhibitors may be prescribed to manage the condition and reduce the risk of complications.",0.7352622747421265,0.76923668384552,0.7518659234046936
"Hi Doctor, I have been experiencing some issues with my skin lately. It's a skin disorder, and I wanted to know if you could recommend any medications for me.","Yes, I can certainly recommend some medications for your skin disorder. Based on your symptoms, I suggest using Clobetasol Topical, Tretinoin Topical, Fluocinonide Topical, Silver Nitrate Topical Each, Fluorouracil, Imiquimod Topical, Fluorouracil Topical, Benzoyl Peroxide-Erythromycin Topical, Benzoyl Peroxide-Clindamycin Topical, Lactic Acid Topical, Hydroquinone Topical.","Based on the symptoms described, the patient may have a skin disorder. To confirm the diagnosis, the patient should undergo a physical examination of the skin and possibly a skin biopsy for further evaluation. Recommended medications for skin disorders depend on the specific diagnosis, but common treatments may include topical corticosteroids, antihistamines, or antibiotics if there is a secondary infection. It is important to consult with a dermatologist for a proper diagnosis and treatment plan.",0.7601304054260254,0.7528040409088135,0.7564495205879211
"Hi doctor, I've been seeing these small spots and specks moving around in my vision lately. It's really annoying and distracting. ","Ah, it sounds like you may have floaters. I'm going to prescribe you Tropicamide Ophthalmic, Phenylephrine (Duramax), Benoxinate-Fluorescein Ophthalmic, and Ocular Lubricant to help alleviate any discomfort or irritation. In addition, you will take Loteprednol Ophthalmic and Fluorescein Ophthalmic to reduce inflammation and irritation in the eye. If necessary, we can also consider a prescription for Cyclosporine Ophthalmic to maintain eye surface health. To lower your eye pressure, you'll take Timolol. Teriparatide (Forteo) can help if the floaters are related to calcium loss in the eye. Lastly, Colestipol is used to control high blood pressure and Methyl Salicylate-Menthol Topical can help alleviate any muscle pain or tension.","Based on the symptoms described, the patient may have vitreous floaters, which are small spots and specks moving around in the vision. To confirm the diagnosis, the patient should undergo a comprehensive eye examination, including a dilated eye exam to assess the vitreous humor. Recommended treatments for vitreous floaters include observation, as they often improve on their own over time. In more severe cases, vitrectomy surgery may be considered to remove the floaters.",0.7648603916168213,0.7115482687950134,0.737241804599762
"Hi doctor, I have been experiencing a lot of pain in my tooth. I think it might be due to some kind of infection.","Based on your symptoms, it seems like you might have a tooth disorder. Don't worry; we can treat it with medication. You'll need to take antibiotics like Penicillin or Clindamycin, along with some topical pain relievers like Benzocaine, Clove or Menthol-Phenol, to ease the pain. In addition, you may need Glubionate Calcium or Cephalothin if the infection is severe.","Based on the symptoms described, the patient may have a tooth infection. To confirm the diagnosis, the patient should undergo a dental examination, which may include dental X-rays to evaluate the extent of the infection. Recommended medications for a tooth infection typically include antibiotics such as amoxicillin or penicillin to treat the bacterial infection. Pain relievers like ibuprofen or acetaminophen may also be recommended to manage the pain.",0.8494789600372314,0.8168665766716003,0.8328536152839661
"Doctor, I think I had a heart attack, my chest feels like it's being squeezed, and I can't catch my breath.","In case of a heart attack, you need to take Aspirin immediately. I will prescribe you a combination of Nitroglycerin, Metoprolol, and Clopidogrel (Plavix) to prevent further blood clot formation. You will also need to take a blood thinner like Heparin or Enoxaparin (Lovenox) injections. Isosorbide can relieve chest pain, and you may need oxygen as well. If your symptoms persist, you may also require Eptifibatide (Integrilin) and Amiodarone medication. If your blood pressure drops, I will add Dopamine to stabilize it. Tenecteplase is also an option if the above medications don't work.","Based on the symptoms described, the patient may be experiencing a heart attack, specifically acute myocardial infarction. To confirm the diagnosis, the patient should undergo an electrocardiogram (ECG) to evaluate the heart's electrical activity and blood tests such as cardiac enzyme tests to assess heart damage. Immediate treatment for a heart attack includes aspirin to prevent blood clotting, nitroglycerin to improve blood flow to the heart, and possibly thrombolytic (clot-busting) medication or percutaneous coronary intervention (PCI) to restore blood flow to the blocked artery.",0.7951028943061829,0.7868109345436096,0.7909351587295532
I have an open wound on my abdomen that's not healing well. What medication should I take?,"You need to take Cefazolin, Silver Sulfadiazine Topical, Tetracycline, Daptomycin, Papain-Urea Topical, Sodium Hypochlorite Topical, Iodine Topical, and Oxaliplatin. But Bimatoprost Ophthalmic and Fludrocortisone are not required for an open wound on the abdomen.","Based on the symptoms described, the patient may have a non-healing wound on the abdomen, which can be indicative of a chronic wound or an infection. To confirm the diagnosis, the patient should undergo a wound culture test to identify any pathogens causing the delay in wound healing. Recommended medications for this condition may include topical antibiotics like mupirocin or silver sulfadiazine to treat any infection present in the wound. Additionally, proper wound care management with regular dressing changes and keeping the wound clean and moist may also aid in the healing process.",0.7569591403007507,0.776777982711792,0.7667405009269714
"Hi Doctor, I recently got a fracture in my leg and I am experiencing a lot of pain. What can be done to treat this?","I'm sorry to hear that you're experiencing pain due to the fracture. To help with the healing process and prevent blood clots, I am prescribing you Darifenacin (Enablex), Guanfacine (Intuniv), Vitamin K 1 (Mephyton), and Dalteparin (Fragmin). Additionally, you will need an Lvp Solution, Plasma Protein Fraction (Plasmanate), Lactobacillus Acidophilus And Bulgaricus, Levobunolol Ophthalmic, and Dronedarone (Multaq).","Based on the symptoms described, the patient has a fracture in the leg. To confirm the diagnosis, the patient should undergo a physical examination and imaging tests such as X-rays or MRI of the leg. Recommended medications for pain management in case of a fracture include over-the-counter pain relievers like acetaminophen or ibuprofen. In some cases, the doctor may prescribe stronger pain medications or muscle relaxants.",0.7561032772064209,0.7217857837677002,0.7385460734367371
"Hi doctor, I think I have oral thrush. ","Okay, for oral thrush we'll prescribe you an antifungal medication such as Nystatin Topical Product, Fluconazole (Diflucan), Clotrimazole Topical, Gentian Violet Topical, or Clotrimazole.","Based on the symptoms described, the patient likely has oral thrush, which is a fungal infection in the mouth caused by Candida albicans. To confirm the diagnosis, the patient should undergo a physical examination of the mouth and throat. A swab test may be done to collect a sample for further analysis. The recommended medications for oral thrush include antifungal medications such as fluconazole, clotrimazole, or nystatin, which can help clear the infection.",0.7809409499168396,0.8579840660095215,0.817651629447937
"Doctor, I have a skin rash that is spreading and it's very itchy. I think I might have pityriasis rosea. ","Ok, if it is pityriasis rosea, then we need to treat it with a combination of medications. I will prescribe you with Diphenhydramine (Benadryl), Hydroxyzine, Hydrocortisone Topical, Triamcinolone, Fluocinonide Topical, Tacrolimus Topical Product, Cortisone, Fluticasone Topical Product, Acitretin (Soriatane), Lactic Acid Topical, Desonide Topical, and Betamethasone-Clotrimazole Topical.","Based on the symptoms described, the patient may have pityriasis rosea, which is a skin condition characterized by a rash that is spreading and very itchy. To confirm the diagnosis, the patient should undergo a physical examination of the rash. Recommended medications for pityriasis rosea include antihistamines to help with the itching and topical corticosteroids to reduce inflammation and redness.",0.779172420501709,0.7591022253036499,0.7690063714981079
"Hi, doctor. I think I may have an allergy to animals. Whenever I go to a friend's house who has a pet, I start to get itchy eyes, sneeze a lot, and sometimes it's hard to breathe. ","Okay, I understand. Based on your symptoms, I recommend that you take a combination of medications to help manage your allergies. You should take Cetirizine (Zyrtec) and Fluticasone Topical Product to help relieve your symptoms. Additionally, you can use Olopatadine Ophthalmic to soothe your itchy eyes. If you do have an allergic reaction, it's important to have Epinephrine on hand. Lastly, Hydrocortisone Topical can also be helpful for any skin irritation you experience.","Based on the symptoms described, the patient may have an allergic reaction to animals. To confirm the diagnosis, the patient should undergo allergy testing, such as skin prick tests or blood tests for specific allergen antibodies. Recommended medications for managing allergies include antihistamines like loratadine or cetirizine to alleviate the symptoms of itchy eyes and sneezing. In cases of more severe reactions, an allergist may recommend carrying an epinephrine auto-injector for emergency use in case of anaphylaxis.",0.8183039426803589,0.8154497146606445,0.8168743848800659
I have been experiencing dizziness and fainting when standing up. What could be causing this?,"It sounds like you may be experiencing orthostatic hypotension. I recommend you take Midodrine, Fludrocortisone, or Nortriptyline to manage your symptoms.","Based on the symptoms described, the patient may have Sick Sinus Syndrome, which can cause dizziness and fainting when standing up. To confirm the diagnosis, the patient should undergo an Electrocardiogram (ECG) to evaluate the heart's electrical activity and a Holter monitor test to monitor heart rhythms over a period of time. Recommended medications for Sick Sinus Syndrome may include antiarrhythmic medications like amiodarone to help regulate the heart's rhythm.",0.7266812324523926,0.7644717693328857,0.7450976371765137
"Doctor, I've been waking up feeling very tired lately and I snore a lot while sleeping. I think I might have Obstructive Sleep Apnea.","Yes, it does sound like Obstructive Sleep Apnea. We can prescribe some medications to help manage the symptoms. Let me write a prescription for Armodafinil (Nuvigil) and Ciclesonide (Omnaris) for you.","Based on the symptoms described, the patient may have Obstructive Sleep Apnea. To confirm the diagnosis, the patient should undergo a sleep study, specifically a polysomnography test. Recommended treatments for Obstructive Sleep Apnea include Continuous Positive Airway Pressure (CPAP) therapy, oral appliances, weight loss, and in some cases, surgery.",0.7923097610473633,0.7736738920211792,0.7828809022903442
"Hi Doctor, I've been feeling really weak and tired lately, and I hear that might be because of my hypokalemia.","Yes, that's definitely possible. I would recommend that you start taking a potassium supplement. Specifically, you should take potassium chloride.","Based on the symptoms described, the patient may have hypokalemia, which is a lower-than-normal level of potassium in the blood. To confirm the diagnosis, the patient should undergo a blood test to measure their potassium levels. Recommended medications for hypokalemia include potassium supplements such as potassium chloride or potassium citrate. It is important to follow the prescribed dosage and monitor potassium levels regularly.",0.7148047685623169,0.7541370391845703,0.7339443564414978
"Hi, doctor. I was diagnosed with psoriasis recently. What medications do I need to take?","For psoriasis, you will need a combination of topical and systemic medications. Some topical medications that can reduce inflammation and slow down the growth of skin cells include Clobetasol, Calcipotriene, Betamethasone, Fluocinonide, Triamcinolone, Tacrolimus, and Salicylic Acid. Methotrexate is a systemic medication that can suppress your immune system and also reduce inflammation. Another systemic medication that you can try is Etanercept (Enbrel). Finally, you can also use Ketoconazole to reduce fungal infections.","Based on the symptoms described, the patient has been diagnosed with psoriasis. To confirm the diagnosis, a healthcare provider may perform a physical examination and possibly a skin biopsy. Recommended medications for psoriasis include topical corticosteroids, vitamin D analogs, retinoids, and immunosuppressants. In some cases, phototherapy or biologic medications may also be prescribed.",0.7934784293174744,0.7761874198913574,0.7847377061843872
"Doctor, I dislocated my shoulder while playing football yesterday. What medication should I take for the pain?","For pain management, you will need Fentanyl and Oxaprozin. But for the procedure of relocating the dislocated shoulder, we will give you Midazolam, Propofol, Tromethamine, Methohexital, Etomidate and Flumazenil.","Based on the symptoms described, the patient likely has a shoulder dislocation. To confirm the diagnosis, the patient should undergo a physical examination and possibly imaging tests such as X-rays or MRI. Treatment for shoulder dislocation usually involves reducing the dislocation, which can be done by a healthcare provider. Pain management for shoulder dislocation may include over-the-counter pain medications such as ibuprofen or acetaminophen. In some cases, prescription pain medication or muscle relaxants may be needed.",0.7714974880218506,0.8022463321685791,0.7865715622901917
"Hi doctor, I have been feeling abdominal pain and vomiting for the past few days. After undergoing some tests, I was diagnosed with Intussusception. What medication do I need to take?","You will be prescribed a combination of Meperidine (Demerol), Pentobarbital, and Trimethobenzamide (Tigan) for pain relief, and to reduce swelling and prevent further blockages in your intestine. You will also be given Prednisolone, Clindamycin, and Metronidazole to control inflammation and treat any possible infections. Pantoprazole will help in acid reflux, while Mecamylamine can prevent further contractions of your intestines. Finally, Grepafloxacin (Raxar), Malathion Topical or Gemtuzumab (Mylotarg) may be suggested for additional treatment depending on the symptoms.","Based on the symptoms described, the patient has been diagnosed with Intussusception, which is a condition where one segment of the intestine invaginates into another. To confirm the diagnosis, the patient may undergo imaging tests such as an ultrasound or a CT scan. The recommended treatment for Intussusception is usually a non-surgical procedure called pneumatic enema, where air or liquid is used to push the intestine back into place. In some cases, surgery may be required if the non-surgical procedure is not successful.",0.7546950578689575,0.7227967977523804,0.7384015917778015
"Doctor, I have a lot of vaginal discharge and sometimes it's accompanied by bleeding. I also have pelvic pain and pain during intercourse.","Based on your symptoms, I suspect you have cervicitis. The good news is that it can be treated. You will need to take a variety of antibiotics including Azithromycin, Ceftriaxone, Metronidazole, Doxycycline, Fluconazole (Diflucan), Cefixime (Suprax), Cefpodoxime, Cefmetazole, Diflunisal, Clindamycin Topical Product, and Cefotaxime.","Based on the symptoms described, the patient may have a condition called Pelvic Inflammatory Disease (PID). To confirm the diagnosis, the patient should undergo a pelvic examination, blood tests to check for infection, and possibly a pelvic ultrasound to evaluate the pelvic organs. Treatment for PID typically involves antibiotics to target the infection. It is important to follow the full course of antibiotics as prescribed by a healthcare provider to effectively treat PID and prevent complications.",0.7677756547927856,0.7084126472473145,0.7369005680084229
"Hi doctor, I have been having a sore throat and difficulty swallowing for a few days now. I think I might have an abscess of the pharynx.","Based on your symptoms, it sounds like you may have an abscess of the pharynx. I would prescribe a combination of antibiotics like Clindamycin, Cloxacillin, Cefotaxime or Cefixime (Suprax) to help fight off the infection. Additionally, I would suggest using a topical steroid medication like Dexamethasone Topical Product or Phenol Topical to reduce inflammation and relieve pain. Nasal sprays like Azelastine Nasal or Triamcinolone Nasal Product may also help ease symptoms.","Based on the symptoms described, the patient may have pharyngitis, which is inflammation of the pharynx. To confirm the diagnosis, the patient should undergo a physical examination of the throat and possibly a throat culture to identify the specific cause of the infection, such as bacteria or viruses. Recommended medications for pharyngitis include antibiotics if bacterial infection is present, or pain relievers and throat lozenges to help with symptoms. It is also important to stay hydrated and get plenty of rest.",0.804996907711029,0.7847341299057007,0.7947364449501038
"Doctor, I have been recently diagnosed with Primary thrombocythemia. Can you suggest me some medications for it?","Yes, for Primary thrombocythemia, you will have to take medications like Hydroxyurea, Anagrelide, Triamterene, Ferric Oxide, Saccharated (Venofer), Epoetin Alfa (Procrit), Testosterone, Ropinirole, Glimepiride, 6-Aminocaproic Acid (Amicar), Acebutolol, and Cefprozil.","Based on the patient's diagnosis of Primary Thrombocythemia, this is a condition where the bone marrow produces too many platelets. To confirm the diagnosis, the patient should undergo blood tests to check platelet levels and genetic testing to look for mutations associated with the disease. Medications commonly used to treat Primary Thrombocythemia include aspirin to prevent blood clots and reduce the risk of complications, and medications like hydroxyurea or anagrelide to lower platelet counts.",0.7629581093788147,0.77117919921875,0.7670466303825378
"Doctor, I have been diagnosed with arthritis of the hip, what medication would you recommend?","Based on your condition, I would prescribe cortisone, sulindac and possibly tapentadol to manage pain and inflammation, and calcifediol to prevent further bone loss.","Based on the symptoms described (arthritis of the hip), the patient likely has osteoarthritis of the hip joint. To confirm the diagnosis, the patient should undergo a physical examination of the hip joint, possibly followed by imaging studies such as X-rays or MRI. Recommended medications for osteoarthritis of the hip include acetaminophen, nonsteroidal anti-inflammatory drugs (NSAIDs) like ibuprofen, and corticosteroid injections into the joint for pain relief. Physical therapy and lifestyle modifications like weight loss and low-impact exercises are also beneficial in managing hip osteoarthritis.",0.7269188165664673,0.8019227981567383,0.7625809907913208
"Hi doctor, I have been diagnosed with a decubitus ulcer. What medications do I need?","For treating decubitus ulcer, you need to take Mupirocin Topical, Collagenase Topical, Silver Nitrate Topical Each, Silver Sulfadiazine Topical, Baclofen, Oxybutynin, Cellulose, Sodium Hypochlorite Topical, Sennosides, Usp (Perdiem), Petrolatum Topical and Silver Topical.","Based on the patient's diagnosis of a decubitus ulcer, also known as a pressure ulcer, the patient should follow these steps:
1. Confirm the diagnosis: The patient should undergo a thorough physical examination of the ulcer site to determine the severity and stage of the ulcer.
2. Recommended medications: Treatment for decubitus ulcers typically involves keeping the wound clean and free from infection. Depending on the severity of the ulcer, the patient may need topical antibiotics, such as silver sulfadiazine or mupirocin, to prevent or treat infection. Pain management may also be necessary, and the patient may be prescribed pain relievers such as acetaminophen or nonsteroidal anti-inflammatory drugs (NSAIDs).",0.7401297688484192,0.7904112935066223,0.7644446492195129
"Doctor, I have been feeling very thirsty and have been drinking a lot of water lately. I think I might have hypernatremia, what should I do?",I will prescribe you Sodium Polystyrene Sulfonate (Kayexalate) which will help to reduce your high sodium levels.,"Based on the symptoms described, the patient may have diabetes insipidus, which is a condition characterized by excessive thirst and urination due to the kidney's inability to conserve water. To confirm the diagnosis, the patient should undergo a urine test to measure the concentration of urine and a water deprivation test to assess the body's response to fluid restriction. Recommended medications for diabetes insipidus include desmopressin, which helps reduce urine production and control thirst.",0.7187420129776001,0.7580452561378479,0.7378705739974976
"Doctor, I have been experiencing some hearing loss recently. I went to see an audiologist and was told that I have sensorineural hearing loss. What medication do I need to take?","Based on your condition, you need to take a combination of medications. You will require Mometasone Nasal Spray, Azelastine Nasal Drops, and Fluocinolone Otic Drops to relieve any inflammation in your ear. Additionally, you will need to take Chlorthalidone to manage any hypertension or fluid buildup in your inner ear. You will also require Ubiquinone (Q10) and Factor VIII supplements to improve circulation and blood flow to the ear. Moreover, taking Levocarnitine, Acetic Acid Topical, and Tiagabine (Gabitril) can help to improve nerve function and alleviate the symptoms of hearing loss. Finally, it's required to refrain from consuming alcohol while you're on medications, but using ethanol (On Guard) will help to disinfect your ear and prevent infection.","Based on the symptoms described, the patient may have sensorineural hearing loss, which is caused by damage to the inner ear or the nerve pathways from the inner ear to the brain. To confirm the diagnosis, the patient should undergo a comprehensive hearing evaluation, including audiometry and possibly imaging studies like MRI to assess the inner ear structures. Recommended medications for sensorineural hearing loss include hearing aids to amplify sounds and cochlear implants for severe cases. Additionally, corticosteroids may be prescribed to reduce inflammation and improve hearing.",0.8064966201782227,0.7748972177505493,0.7903811931610107
"Hi doctor, I'm experiencing frequent bone fractures and pain. I suspect that I may have Osteoporosis.","Yes, you may be right. Based on your symptoms, I would recommend starting you on one or more of the following medications Alendronate, Ergocalciferol, Risedronate (Actonel), Ibandronate (Boniva), Calcium Carbonate, Zoledronic Acid (Reclast), Methotrexate, Raloxifene (Evista), Calcitonin, Calcium Citrate, Calcium-Vitamin D, or Teriparatide (Forteo).","Based on the symptoms of frequent bone fractures and pain, the patient may indeed have Osteoporosis, a condition characterized by weakened bones. To confirm the diagnosis, the patient should undergo a bone density test called a DEXA scan. Recommended medications to treat Osteoporosis include Alendronate and Cholecalciferol, which can help strengthen bones and reduce the risk of fractures.",0.7437331080436707,0.7707249522209167,0.7569884657859802
"Hi doctor, I am suffering from Ileus. What medications should I take?","For Ileus, you will need to take a combination of medications. These include Ondansetron (Zofran), Hydromorphone (Dilaudid), Meperidine (Demerol), Metronidazole, Iohexol (Omnipaque), Dicyclomine, Simethicone (Degas), Hyoscyamine (A-Spas), Magaldrate, and Iopamidol (Isovue).","Based on the symptoms described, the patient may have Ileus, which is a condition characterized by a lack of movement in the intestines leading to a blockage. To confirm the diagnosis, the patient should undergo imaging tests such as X-rays or CT scans of the abdomen. Recommended medications for Ileus include pain medications to manage discomfort, intravenous fluids to prevent dehydration, and possibly medications to stimulate bowel movements.",0.735218346118927,0.7367331981658936,0.7359750270843506
