Question,Label,Navipath,precision,recall,f1
"Doctor, I think I may have a foreign object stuck in my vagina, and I'm experiencing discomfort.","I'll prescribe you Levonorgestrel to prevent pregnancy, and Miconazole Topical Product to treat any potential infections caused by the foreign body. However, the other medications you've mentioned are not relevant to your condition.","Based on the symptoms described, the patient may have a foreign object stuck in the vagina. To confirm the diagnosis, the patient should undergo a vaginal examination by a healthcare provider. The recommended treatment for a foreign object in the vagina includes removal of the object by a healthcare provider. It is important not to attempt self-removal to prevent further complications or injury.",0.7551204562187195,0.7446537017822266,0.7498505115509033
I'm having trouble sleeping because of these really uncomfortable sensations in my legs that only stop when I move them. My doctor said it might be restless leg syndrome. Is there any medication that can help with this?,"Yes, for restless leg syndrome, there are several medications that can be used, including Ropinirole, Pramipexole (Mirapex), Gabapentin, Modafinil (Provigil), Tizanidine, Rizatriptan (Maxalt), Sitagliptin (Januvia), Ramelteon (Rozerem), Primidone, Doxepin, and Solifenacin (Vesicare). We'll need to do some further testing to determine which medication is the best fit for you.","Based on the symptoms described, the patient likely has Restless Leg Syndrome (RLS). To confirm the diagnosis, the patient should undergo a physical examination and provide a detailed description of their symptoms. Recommended medications that can help with RLS include Ropinirole, Pramipexole (Mirapex), and Gabapentin.",0.8338765501976013,0.8444504737854004,0.839130163192749
"Doctor, I have been having trouble breathing lately and I feel like I can't get enough air in. It's been happening more frequently and it's making me really anxious.","It sounds like you might have emphysema. We will need to start you on a long-term medication called Budesonide to help with the inflammation in your lungs. In addition, I will also prescribe Combivent inhaler to help relax the airways. Lastly, you will also need to quit smoking and use Nicotine replacement to help curb your cravings.","Based on the symptoms described, the patient may have asthma, which is a chronic respiratory condition that can cause difficulty breathing and a sensation of not getting enough air. To confirm the diagnosis, the patient should undergo pulmonary function tests like spirometry and possibly arterial blood gas analysis. Recommended medications for asthma include short-acting bronchodilators like albuterol for quick relief of symptoms and inhaled corticosteroids like fluticasone for long-term control of inflammation in the airways.",0.7756051421165466,0.7849177122116089,0.7802336812019348
"Hello doctor, I was recently diagnosed with cysticercosis. Can you please tell me what medications I need to take?","Yes, for your condition, I am prescribing you a combination of medications which includes Phenytion (Dilantin), Levetiracetam (Keppra), Calcium Carbonate, Metoclopramide, Albendazole, Desipramine, Magnesium Sulfate, Nortriptyline, Carbamazepine, Folic Acid, and Mecamylamine.","The patient has cysticercosis, which is caused by the larval form of the pork tapeworm. To confirm the diagnosis, the patient should undergo imaging tests such as CT scans or MRI scans to visualize the cysts in the body. The recommended medications to treat cysticercosis include albendazole or praziquantel to kill the parasites. Corticosteroids may also be prescribed to reduce inflammation caused by the dying parasites.",0.7248836755752563,0.7641679048538208,0.7440075874328613
"Doctor, I recently had an induced abortion and I'm experiencing some discomfort. Can you suggest some medications to help me with this?","Yes, I can prescribe Methylergonovine (Methergine) to help control bleeding and cramping. You'll also need Rho(D) Immune Globulin (Rhogam) if you're Rh-negative to prevent any complications in future pregnancies. Misoprostol may also be prescribed to help expel any remaining tissue. Additionally, Nonoxynol 9 Topical can help prevent any possible infections. Depending on your medical history, Propylthiouracil may be prescribed to help manage thyroid issues. Human Chorionic Gonadotropin (Hcg) may also be necessary for certain cases. For any ongoing bleeding, we can administer Oxytocin. Lastly, for birth control options, I can recommend either Norethindrone (Loestrin Fe) or Levonorgestrel.","Based on the symptoms described, the patient may be experiencing pelvic pain and discomfort following an induced abortion. To confirm the diagnosis, the patient should undergo a physical examination, including a pelvic exam and possibly imaging tests such as an ultrasound. Recommended medications to help with post-abortion discomfort may include over-the-counter pain relievers such as acetaminophen or ibuprofen. Additionally, your healthcare provider may prescribe stronger pain medications if needed, along with antibiotics if there are signs of infection.",0.7698850035667419,0.7506049871444702,0.7601228356361389
"Hi Doctor, my baby is suffering from teething syndrome. What medication should I give him?","For teething syndrome, the medications that are recommended include Rotavirus Vaccines, Pneumococcal 7-Valent Conjugate Vaccine, Benzocaine Topical, Mumps Vaccine, Sodium Citrate, Measles Vaccine, Rubella Virus Vaccine, Purified Protein Derivative Of Tuberculin (Tubersol), and Cholestyramine Resin (Questran).","Based on the symptoms described, the patient may have teething syndrome. To confirm the diagnosis, the patient should have a physical examination by a pediatrician to assess the baby's gums. Recommended medications for teething syndrome include teething gels containing lidocaine or benzocaine for pain relief, as well as teething toys for chewing. Acetaminophen or ibuprofen can also be used for pain and fever management in consultation with a healthcare provider.",0.7792894244194031,0.758613109588623,0.7688122987747192
"Hi doctor, I've been having severe diarrhea and stomach cramps for the past two days. ","It sounds like you have infectious gastroenteritis. I would recommend some medications to help alleviate your symptoms. You will need to take Antibiotic metronidazole to fight off the infection causing the gastroenteritis. Additionally, I suggest taking Loperamide (Imodium) to reduce diarrhea, Trimethobenzamide (Tigan) to relieve nausea and vomiting, and Bismuth Subsalicylate (Pepto-Bismol) to soothe the stomach. You should also include Sodium Citrate in your diet and take Lactobacillus Acidophilus and Bulgaricus pro-biotics to help balance the gut bacteria, and topical application of Sodium Hypochlorite to sanitize the affected areas. To manage dizziness, you should use Dimenhydrinate (Dramamine). Lastly, Pepsin A will help digest your food, and Betamethasone will reduce inflammation.","Based on the symptoms described, the patient may have infectious gastroenteritis. To confirm the diagnosis, the patient should undergo a stool test to check for infection. Recommended medications for infectious gastroenteritis include staying hydrated with oral rehydration solutions, taking anti-diarrheal medications like loperamide, and in severe cases, antibiotics may be prescribed.",0.8295047283172607,0.765967607498169,0.7964710593223572
"I think I have acute sinusitis. My symptoms include congestion, headache, and pressure in my sinuses.","Based on your symptoms, I recommend that you take a combination of medications. You will need to take antibiotics such as Amoxicillin or Augmentin. Additionally, you should take some over-the-counter medications, such as Guaifenesin (Mucinex), Clarithromycin or Cefdinir, Pseudoephedrine (Pcm-La), Cefuroxime, and Robitussin Ac. You may also find relief from using a nasal spray such as Oxymetazoline or Triamcinolone Nasal Product.","Based on the symptoms described, the patient likely has acute sinusitis. To confirm the diagnosis, the patient should undergo a physical examination and possibly a sinus CT scan. Recommended medications for acute sinusitis include decongestants, antihistamines, and nasal corticosteroids to help reduce inflammation and relieve congestion. Pain relievers such as ibuprofen or acetaminophen can also help with headache and sinus pressure.",0.7839234471321106,0.7952375411987305,0.7895399928092957
"Doctor, I have been diagnosed with Von Hippel-Lindau disease. What medications do I need to take?","You will need to take Albendazole, Pimecrolimus Topical, Acetazolamide (Diamox), Travoprost (Travatan), Bimatoprost Ophthalmic, Brimonidine Ophthalmic, Lactulose, Nortriptyline, Fluticasone Topical Product, Rabeprazole (Aciphex), Oxcarbazepine (Trileptal), and Gemfibrozil as prescribed by your doctor.","Based on the diagnosis of Von Hippel-Lindau disease, the patient should undergo specific tests to confirm the diagnosis, such as genetic testing to identify mutations in the VHL gene. Treatment for Von Hippel-Lindau disease is typically focused on managing the associated tumors and manifestations. Medications may be prescribed based on the specific symptoms and complications that arise from the disease, such as surgery for tumor removal, medications for high blood pressure, and surveillance for the development of additional tumors.",0.6827787756919861,0.6741155982017517,0.6784195303916931
"Doctor, I've been struggling with substance-related mental disorder. What medication should I take?","Based on your condition, you need to take a combination of medications such as Lorazepam, Quetiapine (Seroquel), Risperidone, Haloperidol, Benztropine, Ziprasidone (Geodon), Efavirenz, Naloxone (Suboxone), Nicotine, Didanosine (Videx), Nelfinavir (Viracept), and Naltrexone.","Based on the symptoms described, the patient may have a substance-related mental disorder, which could be a result of underlying anxiety, panic disorder, depression, and drug abuse. To confirm the diagnosis, the patient should undergo a comprehensive psychiatric evaluation and potentially substance abuse screening tests. Recommended medications for substance-related mental disorder may include selective serotonin reuptake inhibitors (SSRIs) such as sertraline or fluoxetine for underlying anxiety and depression. For acute anxiety or panic symptoms, benzodiazepines like lorazepam may be prescribed under close supervision.",0.7393662929534912,0.7980777025222778,0.767600953578949
"Doctor, I have been feeling really down and hopeless since I had my baby. I think I might have postpartum depression.","I'm sorry to hear that. Yes, postpartum depression is a common condition that affects some women after childbirth. I will prescribe you Sertraline (Zoloft) which is an antidepressant drug that can help alleviate the symptoms of postpartum depression.","Based on the symptoms described, the patient likely has postpartum depression. To confirm the diagnosis, the patient should undergo a depression screening. Recommended medications for postpartum depression include selective serotonin reuptake inhibitors (SSRIs) such as sertraline (Zoloft) or fluoxetine (Prozac). Therapy, such as cognitive-behavioral therapy (CBT) or interpersonal therapy, may also be beneficial in treating postpartum depression.",0.7991650700569153,0.8020011782646179,0.8005805611610413
"Doctor, I have been experiencing chest pain and discomfort lately, and my doctor referred me to you. He suspected that I might have coronary atherosclerosis. What medications do I need to take?","For coronary atherosclerosis, you need to take Aspirin, Metoprolol, Clopidogrel (Plavix), Simvastatin, Nitroglycerin, Carvedilol, Isosorbide, Rosuvastatin (Crestor), Digoxin, Ezetimibe (Zetia), and Ramipril. These medications will help you manage your chest pain, prevent blood clots, and lower your cholesterol levels to prevent further damage to your arteries.","Based on the symptoms described, the patient likely has coronary atherosclerosis. To confirm the diagnosis, the patient should undergo cardiac stress tests and hematologic tests (blood tests). Recommended medications for coronary atherosclerosis may include Metoprolol, Trazodone, and Amiodarone.",0.8233568668365479,0.7776743173599243,0.799863874912262
"Doctor, I have been experiencing severe back pain and stiffness. Sometimes the pain even radiates to my neck and shoulders. I also find it difficult to move my back freely.","Based on your symptoms, it seems like you might have spondylitis. I would recommend a course of medications to alleviate your pain and stiffness. Please take Cyclobenzaprine, Diazepam (Valium), Carisoprodol (Soma), Orphenadrine (Flexon), Methocarbamol, Tizanidine, Bupivacaine, Metaxalone (Skelaxin), Methadone, Nabumetone, Chlorzoxazone, as prescribed by me.","Based on the symptoms described, the patient may have spondylitis, which is inflammation of the vertebrae. To confirm the diagnosis, the patient should undergo a physical examination of the back and possibly a plain X-ray to assess the spine. Recommended medications for spondylitis include nonsteroidal anti-inflammatory drugs (NSAIDs) such as ibuprofen to reduce inflammation and pain. Physical therapy and exercise may also be beneficial in managing spondylitis.",0.7898699045181274,0.7676531672477722,0.7786031365394592
"Doctor, I have been diagnosed with Pituitary adenoma. What medications do I need to take to treat it?","Based on your condition, you need to take Bromocriptine, Testosterone, Rosuvastatin (Crestor), Cabergoline, Olmesartan (Benicar), Gadoteridol (Prohance), Pergolide, Diethylpropion (Tenuate), Pramlintide (Symlin), Fluorometholone Ophthalmic, and Triazolam (Halcion) as prescribed by me.","The patient has been diagnosed with Pituitary adenoma. To confirm the diagnosis, the patient should undergo imaging studies such as MRI or CT scans of the brain. Treatment for Pituitary adenoma typically involves medications such as Bromocriptine, Cabergoline, or Somatostatin analogs like Octreotide or Lanreotide to reduce hormone secretion and shrink the tumor. In some cases, surgery or radiation therapy may be necessary.",0.7494311928749084,0.7988446950912476,0.773349404335022
"Hi doctor, I have been experiencing heavy menstrual bleeding and pelvic pain. I went to see my gynecologist and they diagnosed me with uterine fibroids. What medication do I need to take? ","For the treatment of uterine fibroids, you will need to take medications like Medroxyprogesterone, Leuprolide (Lupron), Progesterone, Clomiphene (Clomid), Human Chorionic Gonadotropin (Hcg), Norethindrone (Loestrin Fe), Sevoflurane, Nafarelin (Synarel), Butoconazole Topical, Goserelin (Zoladex), or Ferrous Sulfate. Based on the severity and progression of your condition, we will prescribe the most suitable medication for you.","Based on the symptoms described, the patient has uterine fibroids. To confirm the diagnosis, the patient should undergo an ultrasound or MRI to visualize the fibroids. Recommended medications for uterine fibroids include nonsteroidal anti-inflammatory drugs (NSAIDs) for pain management, hormonal therapy such as birth control pills to regulate menstrual bleeding, and in severe cases, surgery like a myomectomy or hysterectomy may be recommended.",0.7998278141021729,0.777725338935852,0.788621723651886
"Doctor, I have been experiencing abnormal vaginal bleeding.",You may have idiopathic nonmenstrual bleeding. The medication you need is Medroxyprogesterone.,"Based on the symptoms of abnormal vaginal bleeding, the patient may have uterine fibroids. To confirm the diagnosis, the patient should undergo a pelvic exam. Recommended medications for uterine fibroids may include nonsteroidal anti-inflammatory drugs (NSAIDs) for pain relief, hormonal medications like birth control pills to help regulate bleeding, or gonadotropin-releasing hormone agonists to shrink the fibroids.",0.7372440695762634,0.7846354246139526,0.7602018713951111
"Hi, doctor. I have a chalazion on my eyelid. What medication do I need to take?",You need to take Tobramycin Ophthalmic.,"Based on the symptoms described, the patient has a chalazion, which is a blocked oil gland in the eyelid causing a localized swelling. To confirm the diagnosis, the patient may not need any specific tests as chalazions are typically diagnosed based on physical examination. Recommended medications for chalazion include warm compresses to the affected eyelid several times a day to help open the blocked gland and promote drainage. In some cases, antibiotics or steroid eye drops may be prescribed to reduce inflammation.",0.6782828569412231,0.7137867212295532,0.6955820322036743
"Hi doctor, I have been experiencing a lot of pain in my lower abdomen and it seems to be getting worse. I think something might be wrong with my ovaries.","Based on your symptoms, it sounds like you may be suffering from ovarian torsion. You will require medication to treat the symptoms of pain, inflammation, and infection. We will start you on a regimen of progesterone, cefoxitin, and cyproheptadine to help reduce inflammation and prevent infection. Additionally, you will receive propofol, bupivacaine, and cellulose to help alleviate pain during surgery. Finally, after your surgery, we will administer collagen and sevoflurane to help with wound healing and sedation respectively. Finally, we may also prescribe Letrozole to help regulate your hormones and prevent any future occurrences of ovarian torsion.","Based on the symptoms described, the patient may have ovarian torsion, which is the twisting of the ovary causing severe lower abdominal pain. To confirm the diagnosis, the patient should undergo an ultrasound (ultrasonography) to visualize the ovaries and assess blood flow. Treatment for ovarian torsion typically involves emergency surgery to untwist the ovary and restore blood flow. Pain medication and antibiotics may also be prescribed post-surgery.",0.8120853900909424,0.7732948660850525,0.7922155857086182
"Doctor, I have been experiencing blurry vision and I was told I have retinopathy due to high blood pressure. What medications do I need to take? ","You will need to take insulin, aspart, human (novolog), quinapril, verapamil (univer), repaglinide (prandin), bevacizumab (avastin), bimatoprost ophthalmic, tropicamide ophthalmic, phenylephrine (duramax), temazepam, hydralazine, methsuximide (celontin), and prasugrel (effient).","Based on the symptoms described, the patient likely has retinopathy due to high blood pressure. To confirm the diagnosis, the patient should undergo a comprehensive eye examination, including dilated eye exam, retinal imaging, and possibly optical coherence tomography (OCT). Recommended medications to manage retinopathy due to high blood pressure include anti-VEGF injections such as bevacizumab, laser treatments, and blood pressure-lowering medications such as ACE inhibitors or ARBs to control hypertension.",0.7207784652709961,0.7679516673088074,0.743617594242096
"Doctor, I've been experiencing some itching and burning sensation in my vaginal area, and there is some discharge as well. ","It seems like you might have a vaginal yeast infection. I would recommend taking Fluconazole (Diflucan) orally, or using Miconazole, Clotrimazole, Terconazole, or Betamethasone-Clotrimazole topical products. Butoconazole topical or Nonoxynol 9 topical could also help. If the infection is severe, Metronidazole or Nystatin topical product could be beneficial. Additionally, you might consider switching to birth control pills like Portia or Levonorgestrel if you're using other forms of contraception.","Based on the symptoms described, the patient may have a vaginal yeast infection. To confirm the diagnosis, the patient should undergo a pelvic examination and a vaginal swab test to check for the presence of yeast. Recommended medications for a vaginal yeast infection include antifungal medications such as fluconazole (Diflucan) or clotrimazole (Gyne-Lotrimin). It is important to follow the prescribed treatment regimen and maintain good hygiene practices.",0.807874321937561,0.8101007342338562,0.8089860677719116
"Doctor, I have been experiencing severe pain behind my ear and my earlobe looks swollen. I also have a fever and a headache. ","Based on your symptoms, it seems that you may have mastoiditis. The medication required for this condition includes Ofloxacin, Triamcinolone Nasal Product, Tetracaine Ophthalmic, Pentobarbital, Boric Acid Topical, Ioversol, Azelastine Ophthalmic, Cefotaxime, Linezolid (Zyvox), Cefepime, and Amantadine.","Based on the symptoms described, the patient may have mastoiditis, which is inflammation of the mastoid bone behind the ear. To confirm the diagnosis, the patient should undergo a physical examination of the ear, blood tests to check for infection markers, and possibly a CT scan of the temporal bone. Recommended medications for mastoiditis include antibiotics to target the bacterial infection causing the inflammation. Pain relievers such as acetaminophen or ibuprofen can help with pain and fever management.",0.7742193341255188,0.7651034593582153,0.7696343660354614
